algoritmo,distribuicao,n,rep,bins,lower_bound,razao_vs_lb,tempo_us,soma_tamanhos
FFD,uniforme_discreta_100,2000,5,1032,1028,1.003891,2135,1018.9700000000012
BFD,uniforme_discreta_100,2000,5,1032,1028,1.003891,4524,1018.9700000000012
NF,uniforme_discreta_100,2000,6,1321,992,1.331653,36,991.6800000000018
FF,uniforme_discreta_100,2000,6,1032,992,1.040323,1567,991.6800000000018
BF,uniforme_discreta_100,2000,6,1020,992,1.028226,2870,991.6800000000018
FFD,uniforme_discreta_100,2000,6,994,992,1.002016,1693,991.6800000000018
BFD,uniforme_discreta_100,2000,6,994,992,1.002016,3549,991.6800000000018
NF,uniforme_discreta_100,2000,7,1377,1043,1.320230,23,1029.3100000000002
FF,uniforme_discreta_100,2000,7,1075,1043,1.030681,1608,1029.3100000000002
BF,uniforme_discreta_100,2000,7,1061,1043,1.017258,2871,1029.3100000000002
FFD,uniforme_discreta_100,2000,7,1043,1043,1.000000,1720,1029.3100000000002
BFD,uniforme_discreta_100,2000,7,1043,1043,1.000000,4337,1029.3100000000002
NF,uniforme_discreta_100,2000,8,1344,1024,1.312500,24,1015.4100000000017
FF,uniforme_discreta_100,2000,8,1059,1024,1.034180,1500,1015.4100000000017
BF,uniforme_discreta_100,2000,8,1047,1024,1.022461,2672,1015.4100000000017
FFD,uniforme_discreta_100,2000,8,1026,1024,1.001953,1885,1015.4100000000017
BFD,uniforme_discreta_100,2000,8,1026,1024,1.001953,3778,1015.4100000000017
NF,uniforme_discreta_100,2000,9,1310,987,1.327254,25,985.9800000000001
FF,uniforme_discreta_100,2000,9,1026,987,1.039514,1640,985.9800000000001
BF,uniforme_discreta_100,2000,9,1013,987,1.026342,3105,985.9800000000001
FFD,uniforme_discreta_100,2000,9,988,987,1.001013,1994,985.9800000000001
BFD,uniforme_discreta_100,2000,9,988,987,1.001013,4300,985.9800000000001
NF,uniforme_discreta_100,4000,0,2698,2091,1.290292,51,2053.250000000002
FF,uniforme_discreta_100,4000,0,2138,2091,1.022477,6307,2053.250000000002
BF,uniforme_discreta_100,4000,0,2121,2091,1.014347,19340,2053.250000000002
FFD,uniforme_discreta_100,4000,0,2091,2091,1.000000,7380,2053.250000000002
BFD,uniforme_discreta_100,4000,0,2091,2091,1.000000,26857,2053.250000000002
NF,uniforme_discreta_100,4000,1,2711,2057,1.317939,73,2035.3000000000009
FF,uniforme_discreta_100,4000,1,2103,2057,1.022363,6120,2035.3000000000009
BF,uniforme_discreta_100,4000,1,2078,2057,1.010209,20146,2035.3000000000009
FFD,uniforme_discreta_100,4000,1,2057,2057,1.000000,12166,2035.3000000000009
BFD,uniforme_discreta_100,4000,1,2057,2057,1.000000,27638,2035.3000000000009
NF,uniforme_discreta_100,4000,2,2679,2027,1.321658,63,2019.4500000000019
FF,uniforme_discreta_100,4000,2,2081,2027,1.026640,7111,2019.4500000000019
BF,uniforme_discreta_100,4000,2,2060,2027,1.016280,12703,2019.4500000000019
FFD,uniforme_discreta_100,4000,2,2032,2027,1.002467,9079,2019.4500000000019
BFD,uniforme_discreta_100,4000,2,2032,2027,1.002467,29120,2019.4500000000019
NF,uniforme_discreta_100,4000,3,2683,2051,1.308142,77,2020.029999999997
FF,uniforme_discreta_100,4000,3,2108,2051,1.027791,7653,2020.029999999997
BF,uniforme_discreta_100,4000,3,2087,2051,1.017552,14100,2020.029999999997
FFD,uniforme_discreta_100,4000,3,2051,2051,1.000000,8583,2020.029999999997
BFD,uniforme_discreta_100,4000,3,2051,2051,1.000000,20023,2020.029999999997
NF,uniforme_discreta_100,4000,4,2683,2045,1.311980,78,2025.9399999999976
FF,uniforme_discreta_100,4000,4,2101,2045,1.027384,15943,2025.9399999999976
BF,uniforme_discreta_100,4000,4,2083,2045,1.018582,13921,2025.9399999999976
FFD,uniforme_discreta_100,4000,4,2045,2045,1.000000,12693,2025.9399999999976
BFD,uniforme_discreta_100,4000,4,2045,2045,1.000000,21632,2025.9399999999976
NF,uniforme_discreta_100,4000,5,2652,2012,1.318091,79,2009.7699999999977
FF,uniforme_discreta_100,4000,5,2067,2012,1.027336,13269,2009.7699999999977
BF,uniforme_discreta_100,4000,5,2049,2012,1.018390,16004,2009.7699999999977
FFD,uniforme_discreta_100,4000,5,2015,2012,1.001491,9445,2009.7699999999977
BFD,uniforme_discreta_100,4000,5,2015,2012,1.001491,19766,2009.7699999999977
NF,uniforme_discreta_100,4000,6,2637,1980,1.331818,86,1979.9699999999984
FF,uniforme_discreta_100,4000,6,2035,1980,1.027778,6897,1979.9699999999984
BF,uniforme_discreta_100,4000,6,2013,1980,1.016667,12514,1979.9699999999984
FFD,uniforme_discreta_100,4000,6,1984,1980,1.002020,7628,1979.9699999999984
BFD,uniforme_discreta_100,4000,6,1984,1980,1.002020,19034,1979.9699999999984
NF,uniforme_discreta_100,4000,7,2645,1997,1.324487,78,1993.7399999999977
FF,uniforme_discreta_100,4000,7,2051,1997,1.027041,6974,1993.7399999999977
BF,uniforme_discreta_100,4000,7,2031,1997,1.017026,10826,1993.7399999999977
FFD,uniforme_discreta_100,4000,7,2003,1997,1.003005,7128,1993.7399999999977
BFD,uniforme_discreta_100,4000,7,2003,1997,1.003005,17546,1993.7399999999977
NF,uniforme_discreta_100,4000,8,2664,2030,1.312315,89,1999.8299999999952
FF,uniforme_discreta_100,4000,8,2071,2030,1.020197,14952,1999.8299999999952
BF,uniforme_discreta_100,4000,8,2050,2030,1.009852,24462,1999.8299999999952
FFD,uniforme_discreta_100,4000,8,2030,2030,1.000000,8531,1999.8299999999952
BFD,uniforme_discreta_100,4000,8,2030,2030,1.000000,23349,1999.8299999999952
NF,uniforme_discreta_100,4000,9,2760,2104,1.311787,58,2076.8799999999997
FF,uniforme_discreta_100,4000,9,2150,2104,1.021863,15824,2076.8799999999997
BF,uniforme_discreta_100,4000,9,2126,2104,1.010456,16020,2076.8799999999997
FFD,uniforme_discreta_100,4000,9,2104,2104,1.000000,10688,2076.8799999999997
BFD,uniforme_discreta_100,4000,9,2104,2104,1.000000,19236,2076.8799999999997
NF,uniforme_discreta_100,8000,0,5381,4116,1.307337,463,4089.499999999995
FF,uniforme_discreta_100,8000,0,4199,4116,1.020165,38884,4089.499999999995
BF,uniforme_discreta_100,8000,0,4162,4116,1.011176,59019,4089.499999999995
FFD,uniforme_discreta_100,8000,0,4123,4116,1.001701,34437,4089.499999999995
BFD,uniforme_discreta_100,8000,0,4123,4116,1.001701,88922,4089.499999999995
NF,uniforme_discreta_100,8000,1,5386,4112,1.309825,123,4061.3600000000083
FF,uniforme_discreta_100,8000,1,4174,4112,1.015078,48832,4061.3600000000083
BF,uniforme_discreta_100,8000,1,4139,4112,1.006566,74010,4061.3600000000083
FFD,uniforme_discreta_100,8000,1,4112,4112,1.000000,37846,4061.3600000000083
BFD,uniforme_discreta_100,8000,1,4112,4112,1.000000,77528,4061.3600000000083
NF,uniforme_discreta_100,8000,2,5364,4031,1.330687,157,4028.650000000006
FF,uniforme_discreta_100,8000,2,4130,4031,1.024560,29137,4028.650000000006
BF,uniforme_discreta_100,8000,2,4093,4031,1.015381,47152,4028.650000000006
FFD,uniforme_discreta_100,8000,2,4034,4031,1.000744,38118,4028.650000000006
BFD,uniforme_discreta_100,8000,2,4034,4031,1.000744,100985,4028.650000000006
NF,uniforme_discreta_100,8000,3,5277,3990,1.322556,172,3986.869999999999
FF,uniforme_discreta_100,8000,3,4079,3990,1.022306,41482,3986.869999999999
BF,uniforme_discreta_100,8000,3,4039,3990,1.012281,56563,3986.869999999999
FFD,uniforme_discreta_100,8000,3,3994,3990,1.001003,31049,3986.869999999999
BFD,uniforme_discreta_100,8000,3,3994,3990,1.001003,108092,3986.869999999999
NF,uniforme_discreta_100,8000,4,5367,4044,1.327151,181,4036.2100000000023
FF,uniforme_discreta_100,8000,4,4138,4044,1.023244,44338,4036.2100000000023
BF,uniforme_discreta_100,8000,4,4103,4044,1.014590,74496,4036.2100000000023
FFD,uniforme_discreta_100,8000,4,4052,4044,1.001978,37923,4036.2100000000023
BFD,uniforme_discreta_100,8000,4,4052,4044,1.001978,138098,4036.2100000000023
NF,uniforme_discreta_100,8000,5,5326,4039,1.318643,226,4015.5500000000025
FF,uniforme_discreta_100,8000,5,4124,4039,1.021045,52380,4015.5500000000025
BF,uniforme_discreta_100,8000,5,4084,4039,1.011141,64067,4015.5500000000025
FFD,uniforme_discreta_100,8000,5,4040,4039,1.000248,44324,4015.5500000000025
BFD,uniforme_discreta_100,8000,5,4040,4039,1.000248,83412,4015.5500000000025
NF,uniforme_discreta_100,8000,6,5329,4033,1.321349,179,4021.1699999999983
FF,uniforme_discreta_100,8000,6,4128,4033,1.023556,28702,4021.1699999999983
BF,uniforme_discreta_100,8000,6,4089,4033,1.013885,66370,4021.1699999999983
FFD,uniforme_discreta_100,8000,6,4038,4033,1.001240,31496,4021.1699999999983
BFD,uniforme_discreta_100,8000,6,4038,4033,1.001240,82083,4021.1699999999983
NF,uniforme_discreta_100,8000,7,5314,4021,1.321562,216,4016.3199999999915
FF,uniforme_discreta_100,8000,7,4114,4021,1.023129,43557,4016.3199999999915
BF,uniforme_discreta_100,8000,7,4061,4021,1.009948,56795,4016.3199999999915
FFD,uniforme_discreta_100,8000,7,4025,4021,1.000995,27416,4016.3199999999915
BFD,uniforme_discreta_100,8000,7,4025,4021,1.000995,89152,4016.3199999999915
NF,uniforme_discreta_100,8000,8,5406,4094,1.320469,151,4059.680000000007
FF,uniforme_discreta_100,8000,8,4174,4094,1.019541,33910,4059.680000000007
BF,uniforme_discreta_100,8000,8,4132,4094,1.009282,54565,4059.680000000007
FFD,uniforme_discreta_100,8000,8,4094,4094,1.000000,31613,4059.680000000007
BFD,uniforme_discreta_100,8000,8,4094,4094,1.000000,96471,4059.680000000007
NF,uniforme_discreta_100,8000,9,5371,4046,1.327484,201,4039.0000000000014
FF,uniforme_discreta_100,8000,9,4139,4046,1.022986,32952,4039.0000000000014
BF,uniforme_discreta_100,8000,9,4096,4046,1.012358,57262,4039.0000000000014
FFD,uniforme_discreta_100,8000,9,4050,4046,1.000989,30470,4039.0000000000014
BFD,uniforme_discreta_100,8000,9,4050,4046,1.000989,75206,4039.0000000000014
